OrderDate,ProductKey,Country,EnglishProductName,SalesAmount,UnitPrice,OrderQuantity,TaxAmt,TotalProductCost
09/01/2016,313,Canada,"Road-150 Red, 52",3578.27,3578.27,1,286.2616,2171.2942
09/01/2016,311,United States,"Road-150 Red, 44",3578.27,3578.27,1,286.2616,2171.2942
09/01/2016,371,Germany,"Road-250 Red, 58",2181.5625,2181.5625,1,174.525,1320.6838
09/01/2016,234,United States,"Long-Sleeve Logo Jersey, L",49.99,49.99,1,3.9992,38.4923
09/01/2016,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
09/01/2016,540,India,HL Road Tire,32.6,32.6,1,2.608,12.1924
09/01/2016,528,Germany,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
09/01/2016,353,Canada,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
09/01/2016,528,Italy,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
09/01/2016,225,Italy,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
09/01/2016,475,India,"Women's Mountain Shorts, M",69.99,69.99,1,5.5992,26.1763
09/01/2016,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
09/01/2016,537,Italy,HL Mountain Tire,35,35,1,2.8,13.09
09/01/2016,478,Canada,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
09/01/2016,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
09/01/2016,484,Canada,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
09/01/2016,480,Australia,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
09/01/2016,487,India,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
09/01/2016,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
09/01/2016,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
09/01/2016,574,France,"Touring-1000 Blue, 50",2384.07,2384.07,1,190.7256,1481.9379
09/01/2016,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
09/01/2016,463,United States,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
09/01/2016,480,Australia,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
09/01/2016,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
09/01/2016,487,India,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
09/01/2016,481,Germany,"Racing Socks, M",8.99,8.99,1,0.7192,3.3623
09/01/2016,561,Canada,"Touring-1000 Yellow, 46",2384.07,2384.07,1,190.7256,1481.9379
09/01/2016,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
09/01/2016,491,United States,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
09/01/2016,490,Australia,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
09/01/2016,595,Canada,"Mountain-500 Silver, 52",564.99,564.99,1,45.1992,308.2179
09/01/2016,463,Australia,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
09/01/2016,217,United States,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
09/01/2016,539,Australia,ML Road Tire,24.99,24.99,1,1.9992,9.3463
10/01/2016,312,France,"Road-150 Red, 48",3578.27,3578.27,1,286.2616,2171.2942
10/01/2016,375,Italy,"Road-250 Black, 48",2181.5625,2181.5625,1,174.525,1320.6838
10/01/2016,369,Italy,"Road-250 Red, 48",2443.35,2443.35,1,195.468,1518.7864
10/01/2016,360,Australia,"Mountain-200 Black, 42",2049.0982,2049.0982,1,163.9279,1105.81
10/01/2016,358,Canada,"Mountain-200 Black, 38",2049.0982,2049.0982,1,163.9279,1105.81
10/01/2016,382,Canada,"Road-550-W Yellow, 38",1120.49,1120.49,1,89.6392,713.0798
10/01/2016,382,Australia,"Road-550-W Yellow, 38",1120.49,1120.49,1,89.6392,713.0798
10/01/2016,583,Australia,"Road-350-W Yellow, 48",1700.99,1700.99,1,136.0792,1082.51
10/01/2016,225,Italy,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
10/01/2016,355,United States,"Mountain-200 Silver, 42",2319.99,2319.99,1,185.5992,1265.6195
10/01/2016,529,Australia,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
10/01/2016,374,Italy,"Road-250 Black, 44",2443.35,2443.35,1,195.468,1554.9479
10/01/2016,529,Canada,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
10/01/2016,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
10/01/2016,582,Germany,"Road-350-W Yellow, 44",1700.99,1700.99,1,136.0792,1082.51
10/01/2016,214,Germany,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
10/01/2016,225,Canada,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
10/01/2016,222,United States,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
10/01/2016,479,Canada,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
10/01/2016,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
10/01/2016,465,United States,"Half-Finger Gloves, M",24.49,24.49,1,1.9592,9.1593
10/01/2016,485,Canada,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
10/01/2016,388,Italy,"Road-550-W Yellow, 44",1120.49,1120.49,1,89.6392,713.0798
10/01/2016,480,Australia,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
10/01/2016,485,Australia,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
10/01/2016,217,Australia,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
10/01/2016,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
10/01/2016,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
10/01/2016,580,Germany,"Road-350-W Yellow, 40",1700.99,1700.99,1,136.0792,1082.51
10/01/2016,583,France,"Road-350-W Yellow, 48",1700.99,1700.99,1,136.0792,1082.51
10/01/2016,537,Italy,HL Mountain Tire,35,35,1,2.8,13.09
10/01/2016,530,India,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
10/01/2016,530,France,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
10/01/2016,529,Germany,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
10/01/2016,363,Germany,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
10/01/2016,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
11/01/2016,348,Australia,"Mountain-100 Black, 38",3374.99,3374.99,1,269.9992,1898.0944
11/01/2016,341,Germany,"Road-650 Black, 48",782.99,782.99,1,62.6392,486.7066
11/01/2016,368,France,"Road-250 Red, 44",2443.35,2443.35,1,195.468,1518.7864
11/01/2016,538,France,LL Road Tire,21.49,21.49,1,1.7192,8.0373
11/01/2016,604,France,"Road-750 Black, 44",539.99,539.99,1,43.1992,343.6496
11/01/2016,465,United States,"Half-Finger Gloves, M",24.49,24.49,1,1.9592,9.1593
11/01/2016,538,Australia,LL Road Tire,21.49,21.49,1,1.7192,8.0373
11/01/2016,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
11/01/2016,484,Canada,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
11/01/2016,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
11/01/2016,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
11/01/2016,540,Australia,HL Road Tire,32.6,32.6,1,2.608,12.1924
11/01/2016,361,Germany,"Mountain-200 Black, 42",2294.99,2294.99,1,183.5992,1251.9813
11/01/2016,359,India,"Mountain-200 Black, 38",2294.99,2294.99,1,183.5992,1251.9813
11/01/2016,537,India,HL Mountain Tire,35,35,1,2.8,13.09
11/01/2016,529,United States,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
11/01/2016,467,Australia,"Half-Finger Gloves, L",24.49,24.49,1,1.9592,9.1593
11/01/2016,472,Germany,"Classic Vest, M",63.5,63.5,1,5.08,23.749
11/01/2016,530,United States,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
11/01/2016,476,United States,"Women's Mountain Shorts, L",69.99,69.99,1,5.5992,26.1763
11/01/2016,529,Germany,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
11/01/2016,225,Italy,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
11/01/2016,584,India,"Road-750 Black, 58",539.99,539.99,1,43.1992,343.6496
11/01/2016,537,Italy,HL Mountain Tire,35,35,1,2.8,13.09
11/01/2016,575,United States,"Touring-1000 Blue, 54",2384.07,2384.07,1,190.7256,1481.9379
11/01/2016,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
11/01/2016,491,Canada,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
11/01/2016,580,India,"Road-350-W Yellow, 40",1700.99,1700.99,1,136.0792,1082.51
11/01/2016,528,Italy,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
11/01/2016,579,Italy,"Touring-2000 Blue, 54",1214.85,1214.85,1,97.188,755.1508
11/01/2016,590,United States,"Mountain-400-W Silver, 46",769.49,769.49,1,61.5592,419.7784
11/01/2016,528,India,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
11/01/2016,217,United States,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
11/01/2016,217,Canada,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
11/01/2016,537,Australia,HL Mountain Tire,35,35,1,2.8,13.09
11/01/2016,473,India,"Classic Vest, L",63.5,63.5,1,5.08,23.749
11/01/2016,355,Italy,"Mountain-200 Silver, 42",2319.99,2319.99,1,185.5992,1265.6195
11/01/2016,480,Italy,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
12/01/2016,339,Australia,"Road-650 Black, 44",782.99,782.99,1,62.6392,486.7066
12/01/2016,368,France,"Road-250 Red, 44",2443.35,2443.35,1,195.468,1518.7864
12/01/2016,373,Canada,"Road-250 Black, 44",2181.5625,2181.5625,1,174.525,1320.6838
12/01/2016,528,Germany,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
12/01/2016,484,Italy,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
12/01/2016,487,Italy,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
12/01/2016,528,Italy,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
12/01/2016,225,Italy,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
12/01/2016,485,Germany,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
12/01/2016,222,Australia,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
12/01/2016,225,Australia,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
12/01/2016,478,Italy,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
12/01/2016,480,Canada,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
12/01/2016,528,Canada,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
12/01/2016,536,Australia,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
12/01/2016,538,Italy,LL Road Tire,21.49,21.49,1,1.7192,8.0373
12/01/2016,541,Italy,Touring Tire,28.99,28.99,1,2.3192,10.8423
12/01/2016,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
12/01/2016,353,Canada,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
12/01/2016,353,France,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
12/01/2016,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
12/01/2016,528,Germany,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
12/01/2016,529,Canada,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
12/01/2016,485,Germany,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
12/01/2016,536,France,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
12/01/2016,217,Australia,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
12/01/2016,478,Germany,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
12/01/2016,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
12/01/2016,529,Italy,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
12/01/2016,237,Canada,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
12/01/2016,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
12/01/2016,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
13/01/2016,312,United States,"Road-150 Red, 48",3578.27,3578.27,1,286.2616,2171.2942
13/01/2016,310,Italy,"Road-150 Red, 62",3578.27,3578.27,1,286.2616,2171.2942
13/01/2016,352,Germany,"Mountain-200 Silver, 38",2071.4196,2071.4196,1,165.7136,1117.8559
13/01/2016,369,Australia,"Road-250 Red, 48",2443.35,2443.35,1,195.468,1518.7864
13/01/2016,566,Australia,"Touring-3000 Blue, 58",742.35,742.35,1,59.388,461.4448
13/01/2016,491,France,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
13/01/2016,231,Italy,"Long-Sleeve Logo Jersey, M",49.99,49.99,1,3.9992,38.4923
13/01/2016,484,India,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
13/01/2016,541,France,Touring Tire,28.99,28.99,1,2.3192,10.8423
13/01/2016,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
13/01/2016,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
13/01/2016,599,Canada,"Mountain-500 Black, 48",539.99,539.99,1,43.1992,294.5797
13/01/2016,586,Germany,"Touring-3000 Blue, 50",742.35,742.35,1,59.388,461.4448
13/01/2016,580,Germany,"Road-350-W Yellow, 40",1700.99,1700.99,1,136.0792,1082.51
13/01/2016,217,Germany,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
13/01/2016,217,Canada,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
13/01/2016,480,United States,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
13/01/2016,463,Australia,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
13/01/2016,605,Germany,"Road-750 Black, 48",539.99,539.99,1,43.1992,343.6496
13/01/2016,475,United States,"Women's Mountain Shorts, M",69.99,69.99,1,5.5992,26.1763
13/01/2016,606,France,"Road-750 Black, 52",539.99,539.99,1,43.1992,343.6496
13/01/2016,231,United States,"Long-Sleeve Logo Jersey, M",49.99,49.99,1,3.9992,38.4923
13/01/2016,386,India,"Road-550-W Yellow, 42",1120.49,1120.49,1,89.6392,713.0798
13/01/2016,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
14/01/2016,313,Italy,"Road-150 Red, 52",3578.27,3578.27,1,286.2616,2171.2942
14/01/2016,327,Germany,"Road-650 Red, 44",782.99,782.99,1,62.6392,486.7066
14/01/2016,478,Australia,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
14/01/2016,217,Italy,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
14/01/2016,489,United States,"Short-Sleeve Classic Jersey, M",53.99,53.99,1,4.3192,41.5723
14/01/2016,217,Germany,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
14/01/2016,529,United States,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
14/01/2016,222,United States,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
14/01/2016,536,Germany,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
14/01/2016,479,Germany,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
14/01/2016,563,India,"Touring-1000 Yellow, 54",2384.07,2384.07,1,190.7256,1481.9379
14/01/2016,476,France,"Women's Mountain Shorts, L",69.99,69.99,1,5.5992,26.1763
14/01/2016,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
14/01/2016,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
14/01/2016,605,France,"Road-750 Black, 48",539.99,539.99,1,43.1992,343.6496
14/01/2016,488,France,"Short-Sleeve Classic Jersey, S",53.99,53.99,1,4.3192,41.5723
14/01/2016,363,Canada,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
14/01/2016,480,India,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
14/01/2016,222,Canada,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
15/01/2016,368,United States,"Road-250 Red, 44",2443.35,2443.35,1,195.468,1518.7864
15/01/2016,225,Canada,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
15/01/2016,528,United States,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
15/01/2016,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
15/01/2016,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
15/01/2016,214,United States,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
15/01/2016,538,Australia,LL Road Tire,21.49,21.49,1,1.7192,8.0373
15/01/2016,538,Australia,LL Road Tire,21.49,21.49,1,1.7192,8.0373
15/01/2016,589,Italy,"Mountain-400-W Silver, 42",769.49,769.49,1,61.5592,419.7784
15/01/2016,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
15/01/2016,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
15/01/2016,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
15/01/2016,225,Canada,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
15/01/2016,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
15/01/2016,539,France,ML Road Tire,24.99,24.99,1,1.9992,9.3463
15/01/2016,485,Italy,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
15/01/2016,222,Germany,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
15/01/2016,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
15/01/2016,386,France,"Road-550-W Yellow, 42",1120.49,1120.49,1,89.6392,713.0798
15/01/2016,463,Italy,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
15/01/2016,465,Australia,"Half-Finger Gloves, M",24.49,24.49,1,1.9592,9.1593
15/01/2016,530,India,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
15/01/2016,476,Australia,"Women's Mountain Shorts, L",69.99,69.99,1,5.5992,26.1763
15/01/2016,359,Italy,"Mountain-200 Black, 38",2294.99,2294.99,1,183.5992,1251.9813
15/01/2016,214,India,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
15/01/2016,484,Germany,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
15/01/2016,478,Canada,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
15/01/2016,529,Australia,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
15/01/2016,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
16/01/2016,311,United States,"Road-150 Red, 44",3578.27,3578.27,1,286.2616,2171.2942
16/01/2016,333,Australia,"Road-650 Black, 58",782.99,782.99,1,62.6392,486.7066
16/01/2016,592,Australia,"Mountain-500 Silver, 42",564.99,564.99,1,45.1992,308.2179
16/01/2016,491,Germany,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
16/01/2016,479,India,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
16/01/2016,237,Italy,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
16/01/2016,485,United States,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
16/01/2016,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
16/01/2016,530,Australia,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
16/01/2016,463,Canada,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
16/01/2016,478,Germany,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
16/01/2016,378,Germany,"Road-250 Black, 52",2443.35,2443.35,1,195.468,1554.9479
16/01/2016,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
16/01/2016,222,India,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
16/01/2016,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
16/01/2016,353,France,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
16/01/2016,568,France,"Touring-3000 Yellow, 44",742.35,742.35,1,59.388,461.4448
16/01/2016,561,France,"Touring-1000 Yellow, 46",2384.07,2384.07,1,190.7256,1481.9379
16/01/2016,536,Australia,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
16/01/2016,604,Australia,"Road-750 Black, 44",539.99,539.99,1,43.1992,343.6496
16/01/2016,491,Australia,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
17/01/2016,222,Canada,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
17/01/2016,581,France,"Road-350-W Yellow, 42",1700.99,1700.99,1,136.0792,1082.51
17/01/2016,490,France,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
17/01/2016,537,Italy,HL Mountain Tire,35,35,1,2.8,13.09
17/01/2016,467,United States,"Half-Finger Gloves, L",24.49,24.49,1,1.9592,9.1593
17/01/2016,529,United States,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
17/01/2016,480,India,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
17/01/2016,485,Italy,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
17/01/2016,479,United States,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
17/01/2016,222,United States,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
17/01/2016,537,Italy,HL Mountain Tire,35,35,1,2.8,13.09
17/01/2016,231,India,"Long-Sleeve Logo Jersey, M",49.99,49.99,1,3.9992,38.4923
17/01/2016,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
17/01/2016,479,Italy,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
