OrderDate,ProductKey,Country,EnglishProductName,SalesAmount,UnitPrice,OrderQuantity,TaxAmt,TotalProductCost
25/01/2016,599,Canada,"Mountain-500 Black, 48",539.99,539.99,1,43.1992,294.5797
25/01/2016,225,India,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
25/01/2016,376,Canada,"Road-250 Black, 48",2443.35,2443.35,1,195.468,1554.9479
25/01/2016,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
25/01/2016,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
25/01/2016,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
25/01/2016,535,India,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
25/01/2016,606,Italy,"Road-750 Black, 52",539.99,539.99,1,43.1992,343.6496
25/01/2016,217,Germany,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
25/01/2016,529,Australia,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
25/01/2016,217,Canada,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
25/01/2016,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
25/01/2016,566,India,"Touring-3000 Blue, 58",742.35,742.35,1,59.388,461.4448
25/01/2016,384,United States,"Road-550-W Yellow, 40",1120.49,1120.49,1,89.6392,713.0798
25/01/2016,485,Canada,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
25/01/2016,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
25/01/2016,569,France,"Touring-3000 Yellow, 50",742.35,742.35,1,59.388,461.4448
25/01/2016,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
25/01/2016,528,Germany,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
25/01/2016,538,Australia,LL Road Tire,21.49,21.49,1,1.7192,8.0373
25/01/2016,478,Germany,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
25/01/2016,485,United States,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
25/01/2016,528,Australia,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
25/01/2016,463,Australia,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
25/01/2016,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
26/01/2016,314,France,"Road-150 Red, 56",3578.27,3578.27,1,286.2616,2171.2942
26/01/2016,324,India,"Road-650 Red, 62",699.0982,699.0982,1,55.9279,413.1463
26/01/2016,379,United States,"Road-250 Black, 58",2181.5625,2181.5625,1,174.525,1320.6838
26/01/2016,352,France,"Mountain-200 Silver, 38",2071.4196,2071.4196,1,165.7136,1117.8559
26/01/2016,389,Canada,"Road-550-W Yellow, 48",1000.4375,1000.4375,1,80.035,605.6492
26/01/2016,368,Canada,"Road-250 Red, 44",2443.35,2443.35,1,195.468,1518.7864
26/01/2016,377,France,"Road-250 Black, 52",2181.5625,2181.5625,1,174.525,1320.6838
26/01/2016,488,India,"Short-Sleeve Classic Jersey, S",53.99,53.99,1,4.3192,41.5723
26/01/2016,214,Germany,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
26/01/2016,541,India,Touring Tire,28.99,28.99,1,2.3192,10.8423
26/01/2016,480,United States,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
26/01/2016,483,Canada,Hitch Rack - 4-Bike,120,120,1,9.6,44.88
26/01/2016,214,Germany,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
26/01/2016,222,Italy,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
26/01/2016,528,United States,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
26/01/2016,359,India,"Mountain-200 Black, 38",2294.99,2294.99,1,183.5992,1251.9813
26/01/2016,605,Australia,"Road-750 Black, 48",539.99,539.99,1,43.1992,343.6496
26/01/2016,489,Australia,"Short-Sleeve Classic Jersey, M",53.99,53.99,1,4.3192,41.5723
26/01/2016,217,France,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
26/01/2016,583,Canada,"Road-350-W Yellow, 48",1700.99,1700.99,1,136.0792,1082.51
26/01/2016,472,United States,"Classic Vest, M",63.5,63.5,1,5.08,23.749
26/01/2016,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
26/01/2016,214,India,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
26/01/2016,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
26/01/2016,479,Canada,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
26/01/2016,485,Australia,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
26/01/2016,476,France,"Women's Mountain Shorts, L",69.99,69.99,1,5.5992,26.1763
26/01/2016,488,India,"Short-Sleeve Classic Jersey, S",53.99,53.99,1,4.3192,41.5723
26/01/2016,595,Canada,"Mountain-500 Silver, 52",564.99,564.99,1,45.1992,308.2179
26/01/2016,483,Australia,Hitch Rack - 4-Bike,120,120,1,9.6,44.88
26/01/2016,217,France,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
26/01/2016,234,Australia,"Long-Sleeve Logo Jersey, L",49.99,49.99,1,3.9992,38.4923
26/01/2016,540,Canada,HL Road Tire,32.6,32.6,1,2.608,12.1924
26/01/2016,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
27/01/2016,356,India,"Mountain-200 Silver, 46",2071.4196,2071.4196,1,165.7136,1117.8559
27/01/2016,535,Germany,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
27/01/2016,222,Italy,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
27/01/2016,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
27/01/2016,485,Italy,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
27/01/2016,478,United States,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
27/01/2016,225,Germany,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
27/01/2016,529,Germany,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
27/01/2016,569,Germany,"Touring-3000 Yellow, 50",742.35,742.35,1,59.388,461.4448
27/01/2016,485,Italy,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
27/01/2016,357,Australia,"Mountain-200 Silver, 46",2319.99,2319.99,1,185.5992,1265.6195
27/01/2016,528,Germany,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
27/01/2016,529,Germany,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
27/01/2016,530,Italy,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
27/01/2016,529,United States,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
27/01/2016,361,France,"Mountain-200 Black, 42",2294.99,2294.99,1,183.5992,1251.9813
27/01/2016,481,Italy,"Racing Socks, M",8.99,8.99,1,0.7192,3.3623
27/01/2016,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
27/01/2016,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
27/01/2016,528,Germany,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
27/01/2016,529,United States,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
27/01/2016,484,India,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
27/01/2016,467,Canada,"Half-Finger Gloves, L",24.49,24.49,1,1.9592,9.1593
27/01/2016,537,Germany,HL Mountain Tire,35,35,1,2.8,13.09
27/01/2016,539,United States,ML Road Tire,24.99,24.99,1,1.9992,9.3463
27/01/2016,480,India,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
27/01/2016,479,India,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
27/01/2016,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
27/01/2016,484,Italy,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
27/01/2016,490,India,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
27/01/2016,488,Australia,"Short-Sleeve Classic Jersey, S",53.99,53.99,1,4.3192,41.5723
27/01/2016,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
27/01/2016,528,India,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
28/01/2016,375,France,"Road-250 Black, 48",2181.5625,2181.5625,1,174.525,1320.6838
28/01/2016,354,Italy,"Mountain-200 Silver, 42",2071.4196,2071.4196,1,165.7136,1117.8559
28/01/2016,357,Germany,"Mountain-200 Silver, 46",2319.99,2319.99,1,185.5992,1265.6195
28/01/2016,539,India,ML Road Tire,24.99,24.99,1,1.9992,9.3463
28/01/2016,538,Germany,LL Road Tire,21.49,21.49,1,1.7192,8.0373
28/01/2016,475,Germany,"Women's Mountain Shorts, M",69.99,69.99,1,5.5992,26.1763
28/01/2016,528,Australia,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
28/01/2016,480,Canada,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
28/01/2016,222,India,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
28/01/2016,380,France,"Road-250 Black, 58",2443.35,2443.35,1,195.468,1554.9479
28/01/2016,388,United States,"Road-550-W Yellow, 44",1120.49,1120.49,1,89.6392,713.0798
28/01/2016,231,France,"Long-Sleeve Logo Jersey, M",49.99,49.99,1,3.9992,38.4923
28/01/2016,478,India,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
28/01/2016,576,United States,"Touring-1000 Blue, 60",2384.07,2384.07,1,190.7256,1481.9379
28/01/2016,536,Germany,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
28/01/2016,487,Canada,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
28/01/2016,485,Australia,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
28/01/2016,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
28/01/2016,535,Germany,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
28/01/2016,386,Australia,"Road-550-W Yellow, 42",1120.49,1120.49,1,89.6392,713.0798
28/01/2016,380,Germany,"Road-250 Black, 58",2443.35,2443.35,1,195.468,1554.9479
28/01/2016,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
28/01/2016,225,India,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
28/01/2016,474,Italy,"Women's Mountain Shorts, S",69.99,69.99,1,5.5992,26.1763
28/01/2016,478,United States,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
29/01/2016,214,Italy,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
29/01/2016,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
29/01/2016,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
29/01/2016,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
29/01/2016,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
29/01/2016,537,Italy,HL Mountain Tire,35,35,1,2.8,13.09
29/01/2016,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
29/01/2016,605,Canada,"Road-750 Black, 48",539.99,539.99,1,43.1992,343.6496
29/01/2016,528,Germany,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
29/01/2016,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
29/01/2016,528,Canada,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
29/01/2016,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
29/01/2016,222,Germany,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
29/01/2016,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
29/01/2016,530,Italy,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
29/01/2016,479,Canada,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
29/01/2016,480,Canada,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
29/01/2016,571,Canada,"Touring-3000 Yellow, 58",742.35,742.35,1,59.388,461.4448
29/01/2016,222,United States,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
29/01/2016,487,United States,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
29/01/2016,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
29/01/2016,478,United States,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
29/01/2016,488,Italy,"Short-Sleeve Classic Jersey, S",53.99,53.99,1,4.3192,41.5723
29/01/2016,484,United States,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
29/01/2016,606,India,"Road-750 Black, 52",539.99,539.99,1,43.1992,343.6496
29/01/2016,536,Canada,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
29/01/2016,355,Australia,"Mountain-200 Silver, 42",2319.99,2319.99,1,185.5992,1265.6195
29/01/2016,481,Canada,"Racing Socks, M",8.99,8.99,1,0.7192,3.3623
29/01/2016,529,Canada,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
29/01/2016,484,Germany,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
29/01/2016,485,United States,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
29/01/2016,485,Canada,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
29/01/2016,537,France,HL Mountain Tire,35,35,1,2.8,13.09
29/01/2016,484,Canada,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
29/01/2016,471,United States,"Classic Vest, S",63.5,63.5,1,5.08,23.749
30/01/2016,350,Italy,"Mountain-100 Black, 44",3374.99,3374.99,1,269.9992,1898.0944
30/01/2016,356,Australia,"Mountain-200 Silver, 46",2071.4196,2071.4196,1,165.7136,1117.8559
30/01/2016,325,Australia,"Road-650 Red, 62",782.99,782.99,1,62.6392,486.7066
30/01/2016,373,Italy,"Road-250 Black, 44",2181.5625,2181.5625,1,174.525,1320.6838
30/01/2016,369,Italy,"Road-250 Red, 48",2443.35,2443.35,1,195.468,1518.7864
30/01/2016,478,Australia,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
30/01/2016,355,Germany,"Mountain-200 Silver, 42",2319.99,2319.99,1,185.5992,1265.6195
30/01/2016,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
30/01/2016,529,Germany,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
30/01/2016,478,Australia,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
30/01/2016,222,Canada,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
30/01/2016,528,Italy,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
30/01/2016,537,Canada,HL Mountain Tire,35,35,1,2.8,13.09
30/01/2016,478,Italy,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
30/01/2016,479,Germany,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
30/01/2016,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
30/01/2016,222,France,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
30/01/2016,537,United States,HL Mountain Tire,35,35,1,2.8,13.09
30/01/2016,604,Germany,"Road-750 Black, 44",539.99,539.99,1,43.1992,343.6496
30/01/2016,225,Canada,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
30/01/2016,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
30/01/2016,231,India,"Long-Sleeve Logo Jersey, M",49.99,49.99,1,3.9992,38.4923
30/01/2016,222,France,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
30/01/2016,528,India,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
30/01/2016,222,Italy,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
30/01/2016,361,Germany,"Mountain-200 Black, 42",2294.99,2294.99,1,183.5992,1251.9813
30/01/2016,361,Italy,"Mountain-200 Black, 42",2294.99,2294.99,1,183.5992,1251.9813
30/01/2016,237,Italy,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
30/01/2016,485,United States,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
30/01/2016,237,United States,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
30/01/2016,583,Germany,"Road-350-W Yellow, 48",1700.99,1700.99,1,136.0792,1082.51
30/01/2016,539,India,ML Road Tire,24.99,24.99,1,1.9992,9.3463
31/01/2016,222,Germany,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
31/01/2016,479,Germany,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
31/01/2016,214,Australia,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
31/01/2016,465,India,"Half-Finger Gloves, M",24.49,24.49,1,1.9592,9.1593
31/01/2016,487,United States,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
31/01/2016,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
31/01/2016,528,United States,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
31/01/2016,528,Australia,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
31/01/2016,535,United States,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
31/01/2016,537,France,HL Mountain Tire,35,35,1,2.8,13.09
31/01/2016,465,Canada,"Half-Finger Gloves, M",24.49,24.49,1,1.9592,9.1593
31/01/2016,479,France,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
31/01/2016,606,France,"Road-750 Black, 52",539.99,539.99,1,43.1992,343.6496
31/01/2016,486,India,All-Purpose Bike Stand,159,159,1,12.72,59.466
31/01/2016,540,France,HL Road Tire,32.6,32.6,1,2.608,12.1924
31/01/2016,483,United States,Hitch Rack - 4-Bike,120,120,1,9.6,44.88
31/01/2016,228,Germany,"Long-Sleeve Logo Jersey, S",49.99,49.99,1,3.9992,38.4923
31/01/2016,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
01/02/2016,310,India,"Road-150 Red, 62",3578.27,3578.27,1,286.2616,2171.2942
01/02/2016,375,United States,"Road-250 Black, 48",2181.5625,2181.5625,1,174.525,1320.6838
01/02/2016,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
01/02/2016,484,India,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
01/02/2016,528,India,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
01/02/2016,530,Italy,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
01/02/2016,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
01/02/2016,584,Canada,"Road-750 Black, 58",539.99,539.99,1,43.1992,343.6496
01/02/2016,539,France,ML Road Tire,24.99,24.99,1,1.9992,9.3463
01/02/2016,222,Canada,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
01/02/2016,479,Australia,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
01/02/2016,537,Germany,HL Mountain Tire,35,35,1,2.8,13.09
01/02/2016,214,United States,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
01/02/2016,237,United States,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
01/02/2016,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
01/02/2016,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
01/02/2016,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
01/02/2016,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
01/02/2016,482,Germany,"Racing Socks, L",8.99,8.99,1,0.7192,3.3623
01/02/2016,485,Italy,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
01/02/2016,388,United States,"Road-550-W Yellow, 44",1120.49,1120.49,1,89.6392,713.0798
01/02/2016,485,Italy,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
01/02/2016,477,Australia,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
01/02/2016,490,Australia,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
01/02/2016,486,India,All-Purpose Bike Stand,159,159,1,12.72,59.466
01/02/2016,529,France,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
01/02/2016,488,Australia,"Short-Sleeve Classic Jersey, S",53.99,53.99,1,4.3192,41.5723
01/02/2016,217,India,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
01/02/2016,490,Australia,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
01/02/2016,489,France,"Short-Sleeve Classic Jersey, M",53.99,53.99,1,4.3192,41.5723
01/02/2016,529,Germany,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
02/02/2016,352,Germany,"Mountain-200 Silver, 38",2071.4196,2071.4196,1,165.7136,1117.8559
02/02/2016,528,Australia,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
02/02/2016,475,Australia,"Women's Mountain Shorts, M",69.99,69.99,1,5.5992,26.1763
02/02/2016,529,Canada,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
02/02/2016,529,France,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
02/02/2016,480,Canada,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
02/02/2016,363,United States,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
02/02/2016,475,Canada,"Women's Mountain Shorts, M",69.99,69.99,1,5.5992,26.1763
02/02/2016,538,Australia,LL Road Tire,21.49,21.49,1,1.7192,8.0373
02/02/2016,214,Italy,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
02/02/2016,574,India,"Touring-1000 Blue, 50",2384.07,2384.07,1,190.7256,1481.9379
02/02/2016,363,France,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
02/02/2016,476,United States,"Women's Mountain Shorts, L",69.99,69.99,1,5.5992,26.1763
02/02/2016,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
02/02/2016,606,Canada,"Road-750 Black, 52",539.99,539.99,1,43.1992,343.6496
02/02/2016,374,United States,"Road-250 Black, 44",2443.35,2443.35,1,195.468,1554.9479
02/02/2016,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
02/02/2016,562,Canada,"Touring-1000 Yellow, 50",2384.07,2384.07,1,190.7256,1481.9379
